text,category
"May I reactivate my card? I previously reported it lost, but have now found it safe and sound.",card_linking
"My app says I made a withdrawal, but I didn't.",cash_withdrawal_not_recognised
How do I get my money back for something I bought?,request_refund
Can you help me get rid of my account?,terminate_account
I didn't cancel my top-up.,top_up_reverted
What is the difference between standard and express delivery?,card_delivery_estimate
Can I get a card even if I live outside the UK?,country_support
I have young kids. Can they use this service?,age_limit
"I transferred a payment a couple days ago and it shows done, but it has not been received.  Could you please help me?",transfer_not_received_by_recipient
Why was one of my transfers declined?,declined_transfer
I think when I withdrew money when out of country the exchange rate was wrong.,wrong_exchange_rate_for_cash_withdrawal
Why do you need so much information to verify my identity?,why_verify_identity
Do you accept all cards and currencies?,supported_cards_and_currencies
Can a card stop working?,card_not_working
Will I be charged if I use European bank card for top up?,top_up_by_card_charge
My account was charged for a withdraw I tried to make that was decline.,pending_cash_withdrawal
There's a payment in my history I don't recognize,card_payment_not_recognised
"I would like to exchange currencies, how do I go upon it?",exchange_via_app
There are a couple of payments with my card shown in the app that I really didn't make myself. Why is it happened?,card_payment_not_recognised
How might  I change my PIN?,change_pin
"I used my card to top up, but the money is not there!",topping_up_by_card
Do I have to pay any fees in order to receive money?,top_up_by_bank_transfer_charge
Can I change my PIN without being physically present?,change_pin
I was charged a fee after using my card and I shouldn't have been.,card_payment_fee_charged
The ATM didn't give me the card back!,card_swallowed
I am seeing and extra 1$ charged to my account and wanted to know about it.,extra_charge_on_statement
How long will it take to have my card mailed to me?,card_delivery_estimate
What is the estimated time on an urgent transfer from China?,transfer_timing
What's the time frame on EU transfers? I purchased something a couple of days ago but the seller hasn't received my payment.,pending_transfer
I can't get my card to work.,card_not_working
Why would my transfer result in a decline message?,declined_transfer
What does it mean when my top up is saying  still pending?,pending_top_up
Card refund is not showing up in my statement.,Refund_not_showing_up
Do you know the process how to activate my card?,activate_my_card
What types of top-up methods do you accept?,top_up_by_cash_or_cheque
Where can I get a new passcode?,passcode_forgotten
When I top up what are the amoutn limits.,top_up_limits
I thought that transfers are free. Why was I charged an extra fee?,transfer_fee_charged
WHAT IS THE REASON FOR THAT,card_not_working
"Please help me with the amount that i have withdrawn from the ATM today, the ATM has given me wrong sum of amount, and i could see that the app is displaying the greater amount than taken out.",wrong_amount_of_cash_received
I do not understand why my pass-code is not working.,passcode_forgotten
I want a physical card,order_physical_card
Some cash withdrawal that I didn't make showed up in the app.,cash_withdrawal_not_recognised
"my phone was taken yesterday, what should I do about my account?",lost_or_stolen_phone
Is there anywhere  In the  Eu  this card can not be delivered in,country_support
How come my cash deposit is not showing up. This can't be right. There must be some mistake. Where did my cash go. You better not have lost it as I need this money asap.,balance_not_updated_after_cheque_or_cash_deposit
I sent a check into the system but still haven't received the cash yet,balance_not_updated_after_cheque_or_cash_deposit
How much longer until I get my new card?,card_arrival
How long will a transfer from the US take?,transfer_timing
How can I get paid in a different currency?,receiving_money
What do I need to do to receive my payroll in the account?,receiving_money
I'd like to use cash to top up. How do I find that option?,top_up_by_cash_or_cheque
Why do we need to verify a top-up card?,verify_top_up
How often do your exchange rates change,exchange_rate
"I would like to use the bank transfer feature, but I can't find it. Can you please give me the details?",transfer_into_account
Why do I have a charge for an ATM withdrawal? I thought these were free?,cash_withdrawal_charge
Is currency exchange possible?,exchange_via_app
The top-up did not go through.,top_up_failed
I can't get into the app with the passcode.,passcode_forgotten
How do I dispute a direct debit on my account?,direct_debit_payment_not_recognised
"I tried to take money from my card, but it didn't work. Later I saw that the transaction is still in progress. What's goign on?",pending_cash_withdrawal
"
Where can I use my card?",card_acceptance
how do I link an old card?,card_linking
How come the ATM gave me less cash than what I asked for?,wrong_amount_of_cash_received
I was charged an extra dollar on my account and would like to know the reason.,extra_charge_on_statement
When will my cheque process?,balance_not_updated_after_cheque_or_cash_deposit
do i need a pin,get_physical_card
Is there a reason my transfer failed?,failed_transfer
Someone might be using my card.  What should I do?,compromised_card
How are the exchange rates for transfers calculated?,exchange_rate
I want to choose a different PIN.,change_pin
Why do you need me to verify who I am?,why_verify_identity
Why does my transaction have an added fee?,extra_charge_on_statement
Why check my identity?,why_verify_identity
The app reverted the payment I made.,reverted_card_payment?
Is there a transaction limit for a disposable card?,disposable_card_limits
what is the disposable cards limit?,disposable_card_limits
What do I have to do to cancel a transfer?,cancel_transfer
Why do you charge for payments? Why aren't your charges clearly laid out in the agreement?,card_payment_fee_charged
Where do I go to fill out the identity form?,verify_my_identity
"My top-up failed, WHY?",top_up_failed
A payment on my statement is wrong.,card_payment_not_recognised
The app says I made a cash withdrawal even though I didn't.,cash_withdrawal_not_recognised
Why is it failing to top-up?,top_up_failed
Is my salary eligible for this?,receiving_money
A friend was telling me about her disposable cards. What would I have to do to be able to get that feature?,disposable_card_limits
I haven't used my card all day but there is a payment showing in the app. Please cancel it!,direct_debit_payment_not_recognised
How do I top up?,transfer_into_account
My top-up failed to go through.,top_up_failed
What is needed for my daughter to open an account?,age_limit
What are my options for holding money in multiple currencies?,fiat_currency_support
"I'm having a problem with a money transfer.  I sent some money to a friend a couple of hours ago, and they haven't received it yet.  Why hasn't it gotten to them? How long do transfers need to go through?",transfer_not_received_by_recipient
The expiration date on my card is coming up,card_about_to_expire
How much do you charge for exchange rates?,exchange_charge
Why am I getting charged more for using my card?,card_payment_fee_charged
Can you explain what this random $1 charge is?,extra_charge_on_statement
My card appears to be broken how can I fix it?,card_not_working
"I would like to top up my account with a bank transfer, is that allowed?",transfer_into_account
I wanted to top up my account and it doesn't look like it worked,top_up_failed
Where will I find my card?,order_physical_card
My top-up was cancelled; will I receive a refund?,top_up_reverted
Will a beneficiary not accept a transfer?,beneficiary_not_allowed
"Hi, I am currently in the process of buying a flat and I am waiting for the mortgage to go through but it keeps showing up as an error.  Do you know what could be causing this and can you help me get the money over.",failed_transfer
"Could it be that I deactivated my card, its not working?",card_not_working
No refund showing in my statement.,Refund_not_showing_up
Is it free for top ups?,top_up_by_card_charge
"I need to add a serious amount of cash to my card, how do I do that?",top_up_limits
Why would a transfer to an account not be allowed?,beneficiary_not_allowed
Can someone please help assist me by explaining to me why my pass-code is not working?,passcode_forgotten
Can I use app to reset PIN attempts?,card_not_working
I have a trip coming up and want to add money automatically.,automatic_top_up
"My bag was stolen from me yesterday, so I can't use any apps or anything. I need some help.",lost_or_stolen_phone
How do you check my identity?,verify_my_identity
Why on earth do you need so much personal id info from me?,why_verify_identity
Why would a cash withdrawal still be pending?,pending_cash_withdrawal
How long until transfers complete?,pending_transfer
"If I want a physical card, do I have to pay anything?",order_physical_card
"Okay, I found my card, can I put it back in the app?",card_linking
Why has my card declined,declined_card_payment
Are cheques accepted to my account? Mine didn't seem to work.,balance_not_updated_after_cheque_or_cash_deposit
Where are the cards delivered to,order_physical_card
help me find the top-up card's verification code?,verify_top_up
I made a cash withdrawal earlier and it's showing as pending.  What does that mean?,pending_cash_withdrawal
what are the reasons why you would not be able to process a payment,beneficiary_not_allowed
How can I create a disposable virtual card?,get_disposable_virtual_card
What do I do after the ATM takes my card.,card_swallowed
I need more assistance with how to activate my card.,activate_my_card
Why has my card been declined?  whats the deal?,declined_card_payment
My withdrawal from the ATM was cancelled.,declined_cash_withdrawal
What apps can I use to top up my account?,top_up_by_cash_or_cheque
What are the limits to using disposable virtual cards?,disposable_card_limits
Why did I get charged more than once?,transaction_charged_twice
how do i find out about transfers,receiving_money
where do you find your exchange rates?,exchange_rate
Can I choose my Visa or Mastercard?,visa_or_mastercard
What are the charges for US cards with top up.,top_up_by_card_charge
My transfer was declined. Why did this happen?,declined_transfer
what is the fee for topping up by card?,top_up_by_card_charge
I cannot tell what my top up currently is.,topping_up_by_card
How many cards can I have?,getting_spare_card
In my account I noticed my ATM withdrawal is still pending,pending_cash_withdrawal
When will I get my card shipped to me?,card_delivery_estimate
What is the longest that a payment will show pending?  There is one showing that has been sitting there a few days.,pending_card_payment
Please check my payment from last Saturday as I feel I have been overcharged on the exchange rate.  Thank you.,card_payment_wrong_exchange_rate
How can I get a disposable virtual card?,get_disposable_virtual_card
I deposited cash this morning and I am still waiting,balance_not_updated_after_cheque_or_cash_deposit
How can I lookup where funds came from?,verify_source_of_funds
How can I check the exchange rate applied to my transaction?,card_payment_wrong_exchange_rate
What does it mean to have a pending cash withdrawal?,pending_cash_withdrawal
This company sucks! Can you terminate my account?,terminate_account
what is the top up limit,top_up_limits
Can I have a tangible form of my virtual card.,order_physical_card
i'm not satisfied with the services and no longer want to be a customer,terminate_account
I have an unusual payment in my statement,card_payment_not_recognised
If my card becomes expired what can I do?,card_about_to_expire
"I tried to take out some money from an ATM earlier today and it was declined. Looking on my screen now, I still see that it's pending for that amount. I didn't actually get that money, so I don't want it processed on my account.",pending_cash_withdrawal
Do I get a discount if I exchange currencies a lot?,exchange_charge
Money that I have transferred hasn't arrived yet,balance_not_updated_after_bank_transfer
How do I use the app if I don't have my phone with me?,lost_or_stolen_phone
What is the limit on disposable cards?,disposable_card_limits
Can you tell me why a refund I'm owed is not showing on my statement?,Refund_not_showing_up
Does your system support multiple currency.,fiat_currency_support
What if there is an error on the exchange rate?,card_payment_wrong_exchange_rate
Why didn't my transfer complete?,failed_transfer
What age do you have to be to open an account?,age_limit
I am reluctant to use ATMs international because I don't get an accurate exchange rate,wrong_exchange_rate_for_cash_withdrawal
I was mugged yesterday and they took everything.  I can't access my app.  What are my next steps?,lost_or_stolen_phone
I transferred money from one account to another account and I charged a fee for it. Why is that?,transfer_fee_charged
How to I switch my money for the money used in another country?,exchange_via_app
"How long does it take to transfer from china? Is there a way to transfer it quickly, I need it urgently?",transfer_timing
I was mugged and everything taken.  What do I do to protect my account?,lost_or_stolen_phone
Delete my account please. Now!,terminate_account
how much does it cost to add money to my card,top_up_by_card_charge
I was charged the wing amount for an item.,card_payment_wrong_exchange_rate
"Hi, I have done a topup, but my money was reverted. Please look into this issue.",top_up_reverted
Can i receive transfers from my employer to this account?,receiving_money
I want a refund,request_refund
I was charged an extra pound.,extra_charge_on_statement
"When I look at my statement there is an extra fee, that is for what?",extra_charge_on_statement
Will I be charged for adding money using an international card?,top_up_by_card_charge
Tell me how to reset the passcode.,passcode_forgotten
I want to use my card. How do I activate it?,activate_my_card
I got some items this morning but the payment says pending,pending_card_payment
How can I configure what currency my salary is in if it's in GBP?,receiving_money
How do I get started when I get my card?,get_physical_card
What exchange rate is it?,exchange_rate
Is there an issue with my card payment as it has not gone through.,declined_card_payment
I need my refund,Refund_not_showing_up
I'm pretty sure something went wrong with my exchange. I changed Russian Ruble to UK pounds and was charged way too much!,card_payment_wrong_exchange_rate
What is happening?  I have tried to transfer money 5x already.  Is the system down?  This shouldnt be happening as this is a basic transfer.,failed_transfer
My withdrawal was cancelled.,declined_cash_withdrawal
Why was I charged a fee to transfer money?,transfer_fee_charged
Problem with my top up going through,pending_top_up
if im not using my account should i close it or just let it sit,terminate_account
I can't see a verification code anywhere,verify_top_up
how can i transfer money from american express card,supported_cards_and_currencies
Why was there a fee for my cash withdrawal?,cash_withdrawal_charge
The app reverted my recent payment,reverted_card_payment?
My daughter need a card from this account. Is that possible?,getting_spare_card
From what countries can I use an account?,country_support
Why isn't my contactless not working?,contactless_not_working
Is it possible for me to track the card is was mailed to me?,card_arrival
How can I sign up for a virtual card?,getting_virtual_card
I have made a recent check and cash deposit that isn't reflected in my balance.,balance_not_updated_after_cheque_or_cash_deposit
How do I go forth with bank transfers for top up accounts?,transfer_into_account
Can I use app to freeze my card and dispute fraud?,compromised_card
How to activate Google Pay for top up?,apple_pay_or_google_pay
Can I use visa or mastercard with your service,visa_or_mastercard
"My top-up does not seem to have worked, what  went wrong?",top_up_failed
I think I have an extra transfer charge.,transfer_fee_charged
Can I choose what card I can use,visa_or_mastercard
I do not see the card PIN anywhere?,get_physical_card
I want to top up my account with a cheque,top_up_by_cash_or_cheque
"Hi, I have withdrawn cash from the ATM on holiday and i guess withdrawal amount has been overcharged. I did it as i was not aware of these charges.",wrong_exchange_rate_for_cash_withdrawal
Where can I get a card in the EU?,country_support
I found the card I thought I lost this morning. Can I reactivate this card?,card_linking
How long will my top-up stay pending?,pending_top_up
I want a mastercard,visa_or_mastercard
A transaction posted twice to my account.,transaction_charged_twice
I think the currency exchange that's been applied is wrong.,card_payment_wrong_exchange_rate
Can I cancel an order if I haven't received the item yet? And how can I get my money back? Please help. Thanks.,request_refund
I found a charge on my debit that I did not make.,direct_debit_payment_not_recognised
How do I top up? Can I use my apple watch?,apple_pay_or_google_pay
"I need to activate my card, how is that done?",activate_my_card
How can I move money from an account at another bank to this one?,transfer_into_account
What is the fee charged with this card payment?,card_payment_fee_charged
Tell me how I can verify a card top-up.,verify_top_up
I don't see a code anywhere on my top-up card? Where can I find it? I need to verify!,verify_top_up
I want a refund for my item,request_refund
How long will it be to get this new card?,card_arrival
Can you please identify the problem with my bank card?,card_not_working
I added money through a bank transfer and it is not showing in my balance.,balance_not_updated_after_bank_transfer
Can it automatically top up my account?,automatic_top_up
How long does a transfer from the US take?,transfer_timing
What is this €1 charge?,extra_charge_on_statement
Can I use my account even though the identity verification has not passed yet?,why_verify_identity
I'm not sure where my phone is.  Can someone else use the app?,lost_or_stolen_phone
I tried to top up. Why was it denied?,top_up_failed
Can you please explain how bank transfers work?,transfer_into_account
What are these fees i am paying?,card_payment_fee_charged
Tell me how to go about activating my new card?,activate_my_card
How can I see my source of funds?,verify_source_of_funds
"I see random purchases to my account, was it hacked?",compromised_card
What foreign exchange rate will you use?,exchange_rate
What is the minimum age to open an account?,age_limit
Where do I order a disposable virtual card?,get_disposable_virtual_card
I need to cancel an incorrect transaction.,cancel_transfer
I requested a refund directly from the seller but I still don't have it. I just want you to send me my money back. I did what you said to do and I still don't have it.,Refund_not_showing_up
Why did you charge me a fee when I made a transfer?,transfer_fee_charged
Show me the amount of transactions I can do with a disposable card.,disposable_card_limits
Can you issue both a Visa and a Mastercard to me?,visa_or_mastercard
Why is there a fee for an extra pound in my statement?,extra_charge_on_statement
Where can I find the auto-top up feature?,automatic_top_up
"I would like to track a card sent to me, how do I do that?",card_arrival
Why am I still waiting for a transfer?,balance_not_updated_after_bank_transfer
my cash out is still pending,pending_cash_withdrawal
The transfer to my account was not allowed.,beneficiary_not_allowed
What does pending mean on a cash withdrawal?,pending_cash_withdrawal
I tried to use my disposable virtual card to pay a subscription to the gym and it got rejected. Any ideas why?,virtual_card_not_working
"If I am not in the country and I need to change my PIN, how can this be done?",change_pin
Why has my card been declined?,declined_card_payment
"I tried to top up using my card, but now the money just disappeared!",topping_up_by_card
I seem to have lost my card.,lost_or_stolen_card
How come I can't take money out of the ATM?,declined_cash_withdrawal
Please assist me with activation.,activate_my_card
Where did my deposit for my source of funds come from?,verify_source_of_funds
Where do I find my PIN for my new card?,get_physical_card
Why was the exchange rate so wrong when I bought something!,card_payment_wrong_exchange_rate
How long is the wait for a money transfer to show up?,pending_transfer
What do I need to do to verify my identity?,verify_my_identity
When will the transaction be done?,transfer_not_received_by_recipient
Why won't my transfer to another account work?,beneficiary_not_allowed
Can you explain your exchange rate policy to me?,exchange_rate
I purchased something about one to two weeks ago but for some reason the payment was returned to my account today even though I've already received one of the items. Can you tell me what's going on?,reverted_card_payment?
I don't recognize a debit payment that was made and would like to find out about the payment.,direct_debit_payment_not_recognised
How do I know when my new card is going to arrive?,card_arrival
There was a direct debit I don't recognize.,direct_debit_payment_not_recognised
Why did I get charged a fee for my transfer?,transfer_fee_charged
Please help my find out why there is an odd direct debit in my records.,direct_debit_payment_not_recognised
Is there a top up fee?,top_up_by_bank_transfer_charge
Why was my top-up unsuccessful?,top_up_failed
After making a payment with my card it doesn't seem to have worked. It's just showing to be pending. When will this actually be going through?,pending_card_payment
"My card keeps getting declined when I try to use it.  I would like to top-up, but it is not going though.",top_up_failed
Is it possible to change to another currency?,exchange_via_app
What should I do with my stuck ATM?,card_swallowed
My money disappeared! Please help??,top_up_reverted
Help me find the transfer that I did.,balance_not_updated_after_bank_transfer
My first choice would be Mastercard.,visa_or_mastercard
"When adding money, what are the currencies you take?",supported_cards_and_currencies
"I got my card now, how do I make it show up in the app?",card_linking
Why is a transfer to a beneficiary not possible?,beneficiary_not_allowed
My top up isn't in my wallet.,topping_up_by_card
A transfer could not be completed.,failed_transfer
How much is a physical card?,order_physical_card
My app is showing a cash balance that I did not receive.,cash_withdrawal_not_recognised
What is the limit to a top-up?,top_up_limits
I'm trying to activate the auto-top up function. Where is it?,automatic_top_up
Can I top up using my cheque?,top_up_by_cash_or_cheque
I was using a foreign currecy to make a payment and the applied the wrong rate.,card_payment_wrong_exchange_rate
I just lost my wallet and I see that they are already withdrawing money from my account. How can I stop this?,cash_withdrawal_not_recognised
How do I locate my card?,card_arrival
I withdrew cash and I think the exchange rate is wrong.,wrong_exchange_rate_for_cash_withdrawal
Is my child too young to sign up?,age_limit
Is this where I order a virtual card?,getting_virtual_card
Are there virtual cards,getting_virtual_card
There is a payment in the app I did not make,card_payment_not_recognised
"I know this very late, but I just went through my statements from the last couple months and there's one quite large-ish payment that I definitely haven't made. Is it still possible to dispute it?",direct_debit_payment_not_recognised
What currencies are approved to add money?,supported_cards_and_currencies
"My marital status has change, I got to correct my name to reflect that.",edit_personal_details
How do I retrieve a trapped card from a ATM?,card_swallowed
Is there supposed to be a fee for the transfer I made?,transfer_fee_charged
My disposable virtual card is not working,virtual_card_not_working
Why is my check still not showing up on my account? It's been a week already,balance_not_updated_after_cheque_or_cash_deposit
is there a limit on top ups,top_up_limits
I have been trying unsuccessfully to top-up my card.  Is the system down or not working properly?,top_up_failed
Is there a way to change my PIN without having to go to the bank?,change_pin
What can i pay with out  fees,card_payment_fee_charged
Every ATM I visit is rejecting my card and I don't know why. There should be money on it. Can you check it to see if something is wrong or if I'm doing something wrong?,declined_cash_withdrawal
Why was the wrong rate applied when I bought something in a different currency?,card_payment_wrong_exchange_rate
how is it possible to add another card to account,getting_spare_card
Please tell me the types of currency I can hold.,fiat_currency_support
What is the current exchange rate for me?,exchange_rate
I requested $100 but only got $20,wrong_amount_of_cash_received
How can I find out the source of my available cash?,verify_source_of_funds
Can you remove my account please?,terminate_account
I see an unfamiliar Direct Debit payment.,direct_debit_payment_not_recognised
Is the PIN separately delivered?,get_physical_card
Where are cards delivered to?,order_physical_card
How do I activate auto top-up when traveling?,automatic_top_up
I forgot the code I need to get into the app.,passcode_forgotten
"When I tried to transfer funds to my friend today I was unable to do so, why?",failed_transfer
My top-up was just cancelled.,top_up_reverted
I've tried my card a bunch of times and it never worked.,card_not_working
I could not get my transfer to happen correctly and was wondering why?,failed_transfer
What kind of currency can I hold money in?,fiat_currency_support
"After I attempted a transfer, it failed.",failed_transfer
Is there a charge for sending out more cards?,getting_spare_card
What do I do if I forgot my passcode?,passcode_forgotten
What are the details of disposable card limitations?,disposable_card_limits
Is it possible to get a new card in China?,card_about_to_expire
I can't activate my card?,activate_my_card
"I transferred money yesterday, but it still isn't available?",pending_transfer
how do I ask for a physical card?,order_physical_card
I need to get some Euros for my holiday. Am I able to exchange some of my money?,exchange_via_app
"My card payment is still on hold, why is it so?",pending_card_payment
Are there any limits to how many disposable cards I can use?,disposable_card_limits
When will it be delivered to the US?,card_delivery_estimate
Is there a fee to exchange foreign money?,exchange_charge
For what reason is my transfer still pending now?,pending_transfer
I need a fast transfer from China?  How fast will it be?,transfer_timing
Why am I required to verify my identity?,why_verify_identity
"Why wasn't it obvious that you charge for payments? If you put the fees in an easy to read format, this could have been avoided.",card_payment_fee_charged
How do i go about linking a new card?,card_linking
I don't have my mobile device and am unable to make the payment because I forgot my details.,lost_or_stolen_phone
"I topped up recently and saw the money go through, but now it's just gone? What's going on",top_up_reverted
I made a transfer from France two days ago now but there hasn't made it there yet. Do international transfers take longer?,balance_not_updated_after_bank_transfer
How can I periodically check the delivery of the card you sent?,card_arrival
I can't use my card because it is not working.,card_not_working
"I deposited money in the form of a cheque, but my balance has not increased.",balance_not_updated_after_cheque_or_cash_deposit
"I recently reported my card as missing/lost, and I just found it. Can I still use it?",card_linking
How long does it take for a card to arrive?,card_delivery_estimate
When can I use money sent to my account?,transfer_timing
Where's the money I transferred into my account?,balance_not_updated_after_bank_transfer
What are the age limits for your service?,age_limit
What do I do if there is an electronic debit that is not correct?,direct_debit_payment_not_recognised
Am I able to do top-ups with Google Pay?,apple_pay_or_google_pay
"How long does EU transfer take? I bought something online a couple days ago , sent the money immediately online but the seller says it is still not there yet",pending_transfer
"I received a ""declined"" message when doing a transfer",declined_transfer
The transfer I tried to make failed.,failed_transfer
What is the best way to get my virtual card?,getting_virtual_card
"If my phone was stolen, do I need to do anything?",lost_or_stolen_phone
Should I complete my security verification before I can use my account?,why_verify_identity
why do i not have a virtual card,getting_virtual_card
How do I cancel my card? There are charges on my account that I didn't make.,cash_withdrawal_not_recognised
"I didn't get cash from an ATM, but the app says I did",cash_withdrawal_not_recognised
I have a cash withdrawal on my statement that I am unsure of.,cash_withdrawal_not_recognised
What does it mean if my top-up has not gone through?,pending_top_up
How do I know which payments I make will have additional fees? Where can I find this information online?,card_payment_fee_charged
How would you use a disposable card?,get_disposable_virtual_card
Is there a function where I can top-up automatically?,automatic_top_up
Where can I check to see if there will be a fee added to my payment? Are there specific instances that will result in a fee added?,card_payment_fee_charged
I can't see all the refunds in my statement,Refund_not_showing_up
Causes of top-up cancellation,top_up_reverted
Is there a fee for currency exchange?,exchange_charge
My statement shows different transaction times.,transaction_charged_twice
I have been charged twice for the same thing!,transaction_charged_twice
I tried to do a transfer and it's saying it declined.,declined_transfer
There is a payment that i made that i noticed has not gone thru yet. Can i ask why?,pending_card_payment
can i top up from a usa credit card,supported_cards_and_currencies
Why can't I get my top up to work in Apple Pay?,apple_pay_or_google_pay
Please tell me how to change my pin.,change_pin
"Suddenly, my card won't work.",card_not_working
Why was I charged a fee for a transfer?,transfer_fee_charged
There's a cash withdrawal I am certain I did not make,cash_withdrawal_not_recognised
I need to know what your exchange rates are.,exchange_rate
"Looks like my card payment was made twice by mistake. I went to pay at the store earlier which rejected once, second time it worked. App is on pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined?",transaction_charged_twice
The exchange rate applied was incorrect when I was traveling outside the country.,wrong_exchange_rate_for_cash_withdrawal
areas card is accpeted,card_acceptance
Is there any way to cancel a transfer?,cancel_transfer
My payment had a wrong exchange rate.,card_payment_wrong_exchange_rate
Where am I able to use the card?,card_acceptance
Why do I see an extra €1 charge on my statement?,extra_charge_on_statement
What's going on with my balance? Shouldn't it be a bit higher since I deposited a cheque a day ago?,balance_not_updated_after_cheque_or_cash_deposit
Why isn't this accepting my identity?,unable_to_verify_identity
Oh no!  I lost my card!  Help!,lost_or_stolen_card
I am not able to verify my id. Why?,unable_to_verify_identity
Why do I need to verify the top-up?,verify_top_up
I deposited cash into my account and I'm having trouble seeing it on my account.,balance_not_updated_after_cheque_or_cash_deposit
How long will I have to wait for my new card?,card_delivery_estimate
How can I open an account for my children?,age_limit
There is a mysterious debit transaction on my statement,direct_debit_payment_not_recognised
"I have a cash withdrawal that says it's pending, why?",pending_cash_withdrawal
"I'm not sure where my phone is, I think someone stole it or it's lost.",lost_or_stolen_phone
"How long does it take for transfers to be approved?  I sent funds to my girlfriend, and she says that she has not seen any approved funds in her account.",transfer_not_received_by_recipient
Can I transfer money using the SWIFT service?,top_up_by_bank_transfer_charge
What are the steps I follow to transfer money into my account?,transfer_into_account
My card was rejected,declined_card_payment
My card is due to expire,card_about_to_expire
I can't verify my ID.,unable_to_verify_identity
Can you please explain why I was charged an extra fee for my transfer?,transfer_fee_charged
What is the price for an additional card?,getting_spare_card
Which ATMs accept this circuit board ?,atm_support
I tried to pay through my account but the payment is not going through. What's going on?,pending_card_payment
Can I set it up to add money every few days automatically while I am traveling?,automatic_top_up
Can I have multiple currencies in my account?,fiat_currency_support
What are the fees for top-ups?,top_up_by_bank_transfer_charge
When can I expect my transfer to reach my account?,transfer_timing
How long will a transfer from Europe take?,transfer_timing
How come I got charged extra for withdrawing cash?,cash_withdrawal_charge
"Hi, I am facing issue with my card payment while shopping online as payment is getting reverted. I am struggling with this issue around two weeks. Please advise.",reverted_card_payment?
What types of foreign money can be used with this service.?,fiat_currency_support
Do I need to convert my currency from GBP before transferring?,receiving_money
My card won't physically work.,card_not_working
Why are you not accepting my transfer!! I've tried a couple times already now and it just keeps showing an error message,beneficiary_not_allowed
Tell me if there is a top-up limit.,top_up_limits
How many cards am I allowed?,getting_spare_card
Why hasn't the money transfer arrived yet?,transfer_not_received_by_recipient
Can you show me how to verify the top-up card?,verify_top_up
It's been some time ago that I placed an order and it just isn't coming. At this point just give me back my money because I'm not paying them.,request_refund
How long does it take for my id to verify?,unable_to_verify_identity
Can you do exchanges of EUR?,fiat_currency_support
"I ordered something, and now I have buyer's remorse. Since what I ordered hasn't come yet, can you just cancel the payment since I already know I want a refund for it?",request_refund
The correct amount of cash was not received.,wrong_amount_of_cash_received
Am I getting charged for making a payment?,card_payment_fee_charged
Does it cost anything to get a new card? Mine's about to expire and I'd also like to know how long it takes to get the new one.,card_about_to_expire
Can I exchange currencies with the app?,exchange_via_app
What if I type in the wrong PIN too many times?,pin_blocked
My disposable virtual card is not working when I try to use it at a point of sale transaction. What do I do now?,virtual_card_not_working
Can you help me to quickly cancel a transaction I accidentally did to the wrong account?,cancel_transfer
Do you charge extra for topping up with a debit or credit card?,top_up_by_card_charge
Why didn't my balance update after my cash or checque deposit?,balance_not_updated_after_cheque_or_cash_deposit
What happens when a payment is reverted?,reverted_card_payment?
What do I do now my credit card has been swallowed by the ATM?,card_swallowed
"I received my new card, how is it activated?",activate_my_card
Why was I charged a fee? I thought shopping was free?,card_payment_fee_charged
My product hasn't arrived even though I ordered it a while ago. I want a refund!,request_refund
"My pins seems to be blocked, can you unblock it please",pin_blocked
Can I add a card that I just found (again) to the app?,card_linking
Why couldn't I get cash from an ATM?,declined_cash_withdrawal
I want to end my account,terminate_account
I would prefer a visa card,visa_or_mastercard
How long does a transfer take to be confirmed?,pending_transfer
Can I convert currency with the app?,exchange_via_app
Why hasn't my cash been deposited yet?,balance_not_updated_after_cheque_or_cash_deposit
Can I have a new card shipped to China?,card_about_to_expire
"I made a big purchase that I regretted and cancelled, the merchant said that my refund was submitted. Can you confirm to me that all of my money was truly returned to me?",Refund_not_showing_up
Can you provide information for freezing my card immediately?,lost_or_stolen_card
What are your supported countries?,country_support
"When I received my cash, the exchange rate was wrong.",wrong_exchange_rate_for_cash_withdrawal
Is it possible to deposit money in GBP?,receiving_money
Why was my card payment declined?,declined_card_payment
Can you please make my top up go through as soon as possible. I really need the money and it has been pending for an hour already.,pending_top_up
I am trying to exchange crypto and it's not working. Tell me how to fix this.,beneficiary_not_allowed
Can i use this card at any store?,card_acceptance
I think someone may have cloned my card or something.  My card isn't lost but I just saw a charge of $500 cash withdraw.  Can you help me?,cash_withdrawal_not_recognised
What's going on? I was just recently charged for an ATM withdrawal. I've never seen this charge before and before it's always been free.,cash_withdrawal_charge
"I would like some more physical cards, what is my limit?",getting_spare_card
Is there a way to link the card i just got?,card_linking
What do I do if I can't access the app?,lost_or_stolen_phone
"If I'm getting my identity verified, what all do I need?",verify_my_identity
I have a payment that has not gone through yet,pending_card_payment
What is the time frame for a transfer from the US?,transfer_timing
Please list the countries you support.,country_support
I topped up about half an hour ago and the charge is still pending. I'm a new customer and today is my first time doing this. Can you fix it? It doesn't seem to be working.,pending_top_up
When I try and to buy something using my card it keeps getting declined.,declined_transfer
What currencies or cards do you support for topping up?,supported_cards_and_currencies
Why is your exchange rate different on different days?,exchange_rate
What is the charge for using a Top up card in the US?,top_up_by_card_charge
"When traveling, can I auto top-up my card at certain times?",automatic_top_up
Why was money taken for a transfer?,transfer_fee_charged
"I have a cheque here, can I use it to top off my account?",top_up_by_cash_or_cheque
